rank,ID,Full Name,NOC,DScore,EScore,Penalty,TotalScore,E_Penalty,event
150.0,108,DAVTYAN Vahagn,ARM,4.0,8.708,-0.3,12.408,8.408,fx
151.0,341,VEFIC Petar,SRB,4.5,7.9,,12.4,7.9,fx
151.0,355,ALSOULIMAN Yazan,SYR,4.5,7.9,,12.4,7.9,fx
153.0,224,KRANITIS Nikolaos,GRE,5.3,7.266,-0.2,12.366,7.066,fx
154.0,315,ALMEIDA Simao,POR,5.0,7.632999999999999,-0.3,12.333,7.333,fx
155.0,170,UDE Filip,CRO,3.9,8.7,-0.3,12.3,8.4,fx
156.0,163,MARTINEZ MORENO Andres,COL,5.5,6.8660000000000005,-0.1,12.265999999999998,6.765999999999998,fx
157.0,240,SMITH Andrew,IRL,4.8,7.733,-0.3,12.232999999999999,7.432999999999999,fx
158.0,267,NAGHOUJ Saleem,JOR,4.5,7.8,-0.1,12.2,7.699999999999999,fx
159.0,327,SZABO Rafael,ROU,4.8,7.4,,12.2,7.3999999999999995,fx
160.0,165,VARGAS Erick,COL,5.0,7.2,,12.2,7.199999999999999,fx
161.0,386,KHAMROKULOV Akobir,UZB,4.6,7.666,-0.1,12.165999999999999,7.565999999999999,fx
162.0,121,SCHWAB Matthias,AUT,5.2,6.8660000000000005,,12.065999999999999,6.865999999999999,fx
163.0,241,STEELE Adam,IRL,5.0,7.332999999999999,-0.3,12.033,7.0329999999999995,fx
164.0,254,SOROKINE Michael,ISR,4.8,7.233,,12.033,7.233,fx
165.0,226,PETROUNIAS Eleftherios,GRE,5.1,6.933,,12.033,6.933,fx
166.0,365,ARCA Mustafa,TUR,5.4,6.632999999999999,,12.033,6.632999999999999,fx
167.0,262,FAULK Caleb,JAM,4.8,7.2,,12.0,7.2,fx
168.0,248,REINHARDSSON Valgard,ISL,5.3,7.3660000000000005,-0.7,11.966,6.6659999999999995,fx
169.0,132,van den KEYBUS Luka,BEL,5.4,6.566,,11.966,6.565999999999999,fx
170.0,338,DEJANOVIC Bojan,SRB,4.9,7.0,,11.9,7.0,fx
171.0,176,KYRIAKOU Neofytos,CYP,4.7,7.1,,11.8,7.1000000000000005,fx
172.0,193,CARD Franz,FIN,4.1,7.666,,11.765999999999998,7.665999999999999,fx
173.0,212,ARSENIEV Vitalii,GEO,4.0,7.7410000000000005,,11.741,7.741,fx
174.0,174,GEORGIOU Ilias,CYP,4.8,7.2,-0.3,11.7,6.8999999999999995,fx
175.0,119,KRANZLMUELLER Lukas,AUT,4.2,7.466,,11.665999999999999,7.465999999999998,fx
176.0,392,PHAN Ngoc Hung,VIE,4.1,7.632999999999999,-0.1,11.633,7.5329999999999995,fx
177.0,177,CERNY Frantisek,CZE,5.3,6.4,-0.1,11.6,6.3,fx
178.0,228,VEGA LOPEZ Jorge,GUA,5.9,5.666,,11.565999999999999,5.665999999999999,fx
179.0,287,TVOROGAL Robert,LTU,4.9,6.632999999999999,,11.533,6.632999999999999,fx
180.0,242,AL-DELFI Azeez,IRQ,4.4,7.1,,11.5,7.1,fx
181.0,169,SRBIC Tin,CRO,3.5,8.266,-0.3,11.466,7.965999999999999,fx
182.0,312,LEON PRADO Arian,PER,3.9,7.566,,11.466,7.565999999999999,fx
183.0,281,LEE Hyeokjung,KOR,5.3,6.166,,11.466,6.1659999999999995,fx
184.0,371,HRYKO Vladyslav,UKR,5.4,6.066,,11.466,6.065999999999999,fx
185.0,316,ALMEIDA Bernardo,POR,4.8,6.933,-0.3,11.433,6.633,fx
186.0,122,SEREINIG Fabio,AUT,4.6,6.832999999999999,,11.433,6.833,fx
187.0,171,LARDUET Manrique,CUB,4.9,6.9,-0.4,11.4,6.5,fx
188.0,321,RI Wi Chol,PRK,5.3,6.332999999999999,-0.3,11.333,6.033,fx
189.0,219,KLESSING Nick,GER,5.5,5.9,-0.1,11.3,5.800000000000001,fx
190.0,246,BALDURSSON Eythor,ISL,4.9,6.3660000000000005,,11.265999999999998,6.365999999999998,fx
191.0,356,PROMMANEE Jamorn,THA,4.5,6.5329999999999995,,11.033,6.5329999999999995,fx
192.0,214,JIMSHELEISHVILI Ioane,GEO,4.7,6.566,-0.3,10.966,6.265999999999999,fx
193.0,166,KOVACEVIC Anton,CRO,2.7,8.5,-0.3,10.9,8.2,fx
194.0,322,ALDYANI Ahmed,QAT,4.8,6.4,-0.4,10.8,6.000000000000001,fx
195.0,124,AGHARZAYEV Murad,AZE,5.3,5.666,-0.4,10.565999999999999,5.265999999999999,fx
196.0,323,MOSA Ahmed,QAT,4.3,6.2,,10.5,6.2,fx
197.0,125,BAIRAMOV Timur,AZE,3.9,6.5329999999999995,,10.433,6.5329999999999995,fx
198.0,318,HAN Chung Hyo,PRK,2.7,6.566,,9.266,6.566,fx
199.0,336,TAY Wei An Terry,SGP,4.1,5.166,-0.2,9.066,4.966000000000001,fx
200.0,244,AL-DULAIMI Abdullah,IRQ,3.6,4.033,-0.2,7.433,3.8329999999999997,fx
